,name,workshop_date,position,text_length,num_upvotes,talker,quarter
487,harryxiong13,2020-01-16,36,35,3,Parigi,W
488,tonofshell,2020-01-16,37,28,0,Parigi,W
489,yutianlai,2020-01-16,38,17,4,Parigi,W
490,SiyuanPengMike,2020-01-16,39,34,2,Parigi,W
491,dongchengecon,2020-01-16,40,34,1,Parigi,W
492,bazirou,2020-01-16,41,26,1,Parigi,W
493,MegicLF,2020-01-16,42,52,3,Parigi,W
494,chiayunc,2020-01-16,43,35,4,Parigi,W
495,JuneZzj,2020-01-16,44,22,2,Parigi,W
496,nswxin,2020-01-16,45,24,0,Parigi,W
497,tianyueniu,2020-01-16,46,31,0,Parigi,W
498,yalingtsui,2020-01-16,47,15,0,Parigi,W
499,ShuyanHuang,2020-01-16,48,30,1,Parigi,W
500,hesongrun,2020-01-16,49,16,1,Parigi,W
501,ShanglunLi,2020-01-16,50,16,0,Parigi,W
502,ruixili,2020-01-16,51,15,0,Parigi,W
503,bakerwho,2020-01-16,52,34,4,Parigi,W
504,heathercchen,2020-01-16,53,44,1,Parigi,W
505,romanticmonkey,2020-01-16,54,39,1,Parigi,W
506,luyingjiang,2020-01-16,55,42,0,Parigi,W
507,weijiexu-charlie,2020-01-16,56,17,0,Parigi,W
508,sunying2018,2020-01-16,57,26,0,Parigi,W
509,fulinguo,2020-01-16,58,25,2,Parigi,W
510,anuraag94,2020-01-23,0,67,59,Wang,W
511,SoyBison,2020-01-23,1,31,51,Wang,W
512,policyglot,2020-01-23,2,78,53,Wang,W
513,liu431,2020-01-23,3,42,58,Wang,W
514,nwrim,2020-01-23,4,120,53,Wang,W
515,Yilun0221,2020-01-23,5,15,24,Wang,W
516,WMhYang,2020-01-23,6,32,20,Wang,W
517,timqzhang,2020-01-23,7,37,23,Wang,W
518,ziwnchen,2020-01-23,8,39,24,Wang,W
519,wanitchayap,2020-01-23,9,70,25,Wang,W
520,ShuyanHuang,2020-01-23,10,52,13,Wang,W
521,hihowme,2020-01-23,11,37,1,Wang,W
522,romanticmonkey,2020-01-23,12,26,10,Wang,W
523,anqi-hu,2020-01-23,13,42,14,Wang,W
524,linghui-wu,2020-01-23,14,48,12,Wang,W
525,ZhouXing-19,2020-01-23,15,34,4,Wang,W
526,zeyuxu1997,2020-01-23,16,59,5,Wang,W
527,lyl010,2020-01-23,17,61,3,Wang,W
528,chiayunc,2020-01-23,18,62,10,Wang,W
529,lulululugagaga,2020-01-23,19,26,13,Wang,W
530,keertanavc,2020-01-23,20,29,25,Wang,W
531,MegicLF,2020-01-23,21,37,0,Wang,W
532,vinsonyz,2020-01-23,22,14,5,Wang,W
533,tonofshell,2020-01-23,23,18,2,Wang,W
534,ydeng117,2020-01-23,24,35,0,Wang,W
535,HaowenShang,2020-01-23,25,21,0,Wang,W
536,YuxinNg,2020-01-23,26,37,3,Wang,W
537,goldengua,2020-01-23,27,29,1,Wang,W
538,hanjiaxu,2020-01-23,28,38,6,Wang,W
539,sanittawan,2020-01-23,29,63,7,Wang,W
540,ShanglunLi,2020-01-23,30,20,0,Wang,W
541,YanjieZhou,2020-01-23,31,23,0,Wang,W
542,dongchengecon,2020-01-23,32,29,1,Wang,W
543,PAHADRIANUS,2020-01-23,33,89,2,Wang,W
544,yutianlai,2020-01-23,34,40,1,Wang,W
545,chun-hu,2020-01-23,35,30,7,Wang,W
546,bjcliang-uchi,2020-01-23,36,23,2,Wang,W
547,SiyuanPengMike,2020-01-23,37,32,2,Wang,W
548,tianyueniu,2020-01-23,38,29,2,Wang,W
549,heathercchen,2020-01-23,39,30,0,Wang,W
550,JuneZzj,2020-01-23,40,26,0,Wang,W
551,fulinguo,2020-01-23,41,54,4,Wang,W
552,KenChenCompEcon,2020-01-23,42,23,2,Wang,W
553,jtschoi,2020-01-23,43,55,5,Wang,W
554,Leahjl,2020-01-23,44,28,0,Wang,W
555,hesongrun,2020-01-23,45,47,0,Wang,W
556,sunying2018,2020-01-23,46,19,2,Wang,W
557,Anqi-Zhou,2020-01-23,47,24,2,Wang,W
558,ruixili,2020-01-23,48,22,1,Wang,W
559,boyangqu,2020-01-23,49,23,1,Wang,W
560,TianxinZheng,2020-01-23,50,19,1,Wang,W
561,harryxiong13,2020-01-23,51,26,4,Wang,W
562,mingtao-gao,2020-01-23,52,68,1,Wang,W
563,wanitchayap,2020-01-30,0,72,56,Becker,W
564,adarshmathew,2020-01-30,1,52,64,Becker,W
565,anuraag94,2020-01-30,2,92,59,Becker,W
566,zeyuxu1997,2020-01-30,3,33,43,Becker,W
567,WMhYang,2020-01-30,4,43,42,Becker,W
568,nwrim,2020-01-30,5,142,56,Becker,W
569,bhargavvader,2020-01-30,6,126,48,Becker,W
570,bakerwho,2020-01-30,7,73,33,Becker,W
571,policyglot,2020-01-30,8,58,18,Becker,W
572,liu431,2020-01-30,9,33,30,Becker,W
573,vinsonyz,2020-01-30,10,17,6,Becker,W
574,lulululugagaga,2020-01-30,11,14,9,Becker,W
575,YanjieZhou,2020-01-30,12,31,13,Becker,W
576,linghui-wu,2020-01-30,13,33,10,Becker,W
577,timqzhang,2020-01-30,14,28,5,Becker,W
578,goldengua,2020-01-30,15,16,0,Becker,W
579,rkcatipon,2020-01-30,16,41,5,Becker,W
580,SoyBison,2020-01-30,17,22,4,Becker,W
581,chiayunc,2020-01-30,18,45,7,Becker,W
582,ydeng117,2020-01-30,19,26,6,Becker,W
583,anqi-hu,2020-01-30,20,50,8,Becker,W
584,RuoyunTan,2020-01-30,21,27,4,Becker,W
585,AllisonXiong,2020-01-30,22,61,5,Becker,W
586,ZhouXing-19,2020-01-30,23,24,4,Becker,W
587,Yilun0221,2020-01-30,24,20,3,Becker,W
588,di-Tong,2020-01-30,25,31,4,Becker,W
589,hesongrun,2020-01-30,26,20,4,Becker,W
590,lyl010,2020-01-30,27,46,4,Becker,W
591,JuneZzj,2020-01-30,28,24,5,Becker,W
592,sunying2018,2020-01-30,29,22,4,Becker,W
593,MegicLF,2020-01-30,30,20,2,Becker,W
594,tonofshell,2020-01-30,31,29,4,Becker,W
595,dhruvalb,2020-01-30,32,11,0,Becker,W
596,YuxinNg,2020-01-30,33,30,4,Becker,W
597,SixueLiu96,2020-01-30,34,24,1,Becker,W
598,dongchengecon,2020-01-30,35,30,3,Becker,W
599,hihowme,2020-01-30,36,20,2,Becker,W
600,PAHADRIANUS,2020-01-30,37,114,1,Becker,W
601,Leahjl,2020-01-30,38,17,3,Becker,W
602,ShanglunLi,2020-01-30,39,11,2,Becker,W
603,bjcliang-uchi,2020-01-30,40,25,2,Becker,W
604,yutianlai,2020-01-30,41,30,2,Becker,W
605,KenChenCompEcon,2020-01-30,42,24,2,Becker,W
606,Anqi-Zhou,2020-01-30,43,10,1,Becker,W
607,heathercchen,2020-01-30,44,19,2,Becker,W
608,skanthan95,2020-01-30,45,22,2,Becker,W
609,SiyuanPengMike,2020-01-30,46,28,1,Becker,W
610,luyingjiang,2020-01-30,47,27,2,Becker,W
611,tianyueniu,2020-01-30,48,33,3,Becker,W
612,caibengbu,2020-01-30,49,15,3,Becker,W
613,chun-hu,2020-01-30,50,28,6,Becker,W
614,HaowenShang,2020-01-30,51,16,0,Becker,W
615,mingtao-gao,2020-01-30,52,38,0,Becker,W
616,TianxinZheng,2020-01-30,53,10,0,Becker,W
617,harryxiong13,2020-01-30,54,20,5,Becker,W
618,ChivLiu,2020-01-30,55,27,2,Becker,W
619,ruixili,2020-01-30,56,20,2,Becker,W
620,jsgenan,2020-01-30,57,20,3,Becker,W
621,bhargavvader,2020-02-06,0,174,65,Boutyline,W
622,di-Tong,2020-02-06,1,172,64,Boutyline,W
623,bjcliang-uchi,2020-02-06,2,131,63,Boutyline,W
624,wanitchayap,2020-02-06,3,97,59,Boutyline,W
625,romanticmonkey,2020-02-06,4,66,51,Boutyline,W
626,ydeng117,2020-02-06,5,21,34,Boutyline,W
627,Yilun0221,2020-02-06,6,23,7,Boutyline,W
628,nwrim,2020-02-06,7,147,50,Boutyline,W
629,ziwnchen,2020-02-06,8,32,7,Boutyline,W
630,rkcatipon,2020-02-06,9,33,12,Boutyline,W
631,hihowme,2020-02-06,10,40,12,Boutyline,W
632,ShuyanHuang,2020-02-06,11,64,11,Boutyline,W
633,caibengbu,2020-02-06,12,28,3,Boutyline,W
634,keertanavc,2020-02-06,13,23,22,Boutyline,W
635,lulululugagaga,2020-02-06,14,30,9,Boutyline,W
636,SoyBison,2020-02-06,15,22,7,Boutyline,W
637,anqi-hu,2020-02-06,16,37,4,Boutyline,W
638,YuxinNg,2020-02-06,17,35,2,Boutyline,W
639,zeyuxu1997,2020-02-06,18,34,5,Boutyline,W
640,YanjieZhou,2020-02-06,19,28,2,Boutyline,W
641,tonofshell,2020-02-06,20,41,3,Boutyline,W
642,SiyuanPengMike,2020-02-06,21,44,7,Boutyline,W
643,linghui-wu,2020-02-06,22,26,8,Boutyline,W
644,timqzhang,2020-02-06,23,20,7,Boutyline,W
645,vinsonyz,2020-02-06,24,22,4,Boutyline,W
646,bazirou,2020-02-06,25,30,7,Boutyline,W
647,fulinguo,2020-02-06,26,39,0,Boutyline,W
648,chiayunc,2020-02-06,27,20,4,Boutyline,W
649,bakerwho,2020-02-06,28,37,2,Boutyline,W
650,ShanglunLi,2020-02-06,29,16,1,Boutyline,W
651,HaowenShang,2020-02-06,30,23,2,Boutyline,W
652,tianyueniu,2020-02-06,31,31,4,Boutyline,W
653,dongchengecon,2020-02-06,32,19,1,Boutyline,W
654,ChivLiu,2020-02-06,33,53,4,Boutyline,W
655,heathercchen,2020-02-06,34,8,2,Boutyline,W
656,PAHADRIANUS,2020-02-06,35,81,2,Boutyline,W
657,sunying2018,2020-02-06,36,20,0,Boutyline,W
658,hesongrun,2020-02-06,37,4,0,Boutyline,W
659,yongfeilu,2020-02-06,38,30,0,Boutyline,W
660,hanjiaxu,2020-02-06,39,21,2,Boutyline,W
661,Leahjl,2020-02-06,40,14,0,Boutyline,W
662,RuoyunTan,2020-02-06,41,38,1,Boutyline,W
663,lyl010,2020-02-06,42,57,5,Boutyline,W
664,yutianlai,2020-02-06,43,44,1,Boutyline,W
665,MegicLF,2020-02-06,44,18,0,Boutyline,W
666,minminfly68,2020-02-06,45,7,0,Boutyline,W
667,chun-hu,2020-02-06,46,19,3,Boutyline,W
668,WMhYang,2020-02-06,47,27,0,Boutyline,W
669,liu431,2020-02-06,48,17,4,Boutyline,W
670,AllisonXiong,2020-02-06,49,87,3,Boutyline,W
671,liu431,2020-02-27,0,33,55,Ferrari,W
672,nwrim,2020-02-27,1,151,61,Ferrari,W
673,ziwnchen,2020-02-27,2,43,56,Ferrari,W
674,bjcliang-uchi,2020-02-27,3,44,54,Ferrari,W
675,hesongrun,2020-02-27,4,26,50,Ferrari,W
676,wanitchayap,2020-02-27,5,37,53,Ferrari,W
677,tonofshell,2020-02-27,6,27,36,Ferrari,W
678,zeyuxu1997,2020-02-27,7,33,24,Ferrari,W
679,linghui-wu,2020-02-27,8,52,33,Ferrari,W
680,romanticmonkey,2020-02-27,9,33,9,Ferrari,W
681,adarshmathew,2020-02-27,10,91,17,Ferrari,W
682,nswxin,2020-02-27,11,23,0,Ferrari,W
683,lulululugagaga,2020-02-27,12,23,10,Ferrari,W
684,KenChenCompEcon,2020-02-27,13,30,6,Ferrari,W
685,ShuyanHuang,2020-02-27,14,18,5,Ferrari,W
686,vinsonyz,2020-02-27,15,12,2,Ferrari,W
687,SoyBison,2020-02-27,16,35,8,Ferrari,W
688,Leahjl,2020-02-27,17,16,3,Ferrari,W
689,timqzhang,2020-02-27,18,38,4,Ferrari,W
690,di-Tong,2020-02-27,19,12,0,Ferrari,W
691,WMhYang,2020-02-27,20,44,5,Ferrari,W
692,PAHADRIANUS,2020-02-27,21,61,1,Ferrari,W
693,ydeng117,2020-02-27,22,27,2,Ferrari,W
694,dongchengecon,2020-02-27,23,16,0,Ferrari,W
695,YuxinNg,2020-02-27,24,38,2,Ferrari,W
696,policyglot,2020-02-27,25,55,7,Ferrari,W
697,sunying2018,2020-02-27,26,25,5,Ferrari,W
698,ShanglunLi,2020-02-27,27,11,0,Ferrari,W
699,MegicLF,2020-02-27,28,17,0,Ferrari,W
700,YanjieZhou,2020-02-27,29,22,1,Ferrari,W
701,ChivLiu,2020-02-27,30,20,4,Ferrari,W
702,yongfeilu,2020-02-27,31,15,0,Ferrari,W
703,RuoyunTan,2020-02-27,32,12,1,Ferrari,W
704,Yilun0221,2020-02-27,33,27,0,Ferrari,W
705,hanjiaxu,2020-02-27,34,13,0,Ferrari,W
706,goldengua,2020-02-27,35,24,0,Ferrari,W
707,JuneZzj,2020-02-27,36,35,1,Ferrari,W
708,SiyuanPengMike,2020-02-27,37,25,0,Ferrari,W
709,Anqi-Zhou,2020-02-27,38,17,0,Ferrari,W
710,HaowenShang,2020-02-27,39,23,0,Ferrari,W
711,yutianlai,2020-02-27,40,14,0,Ferrari,W
712,sanittawan,2020-02-27,41,32,2,Ferrari,W
713,jsgenan,2020-02-27,42,20,0,Ferrari,W
714,chiayunc,2020-02-27,43,20,1,Ferrari,W
715,jtschoi,2020-02-27,44,8,1,Ferrari,W
716,liu431,2020-03-06,0,22,46,Youn,W
717,tonofshell,2020-03-06,1,66,51,Youn,W
718,zeyuxu1997,2020-03-06,2,29,38,Youn,W
719,hesongrun,2020-03-06,3,15,39,Youn,W
720,lyl010,2020-03-06,4,56,46,Youn,W
721,nwrim,2020-03-06,5,161,48,Youn,W
722,rkcatipon,2020-03-06,6,52,34,Youn,W
723,Yilun0221,2020-03-06,7,19,24,Youn,W
724,ShuyanHuang,2020-03-06,8,34,12,Youn,W
725,bakerwho,2020-03-06,9,85,26,Youn,W
726,luxin-tian,2020-03-06,10,27,9,Youn,W
727,tianyueniu,2020-03-06,11,28,5,Youn,W
728,RuoyunTan,2020-03-06,12,31,3,Youn,W
729,dongchengecon,2020-03-06,13,44,2,Youn,W
730,YanjieZhou,2020-03-06,14,29,8,Youn,W
731,Panyw97,2020-03-06,15,16,4,Youn,W
732,timqzhang,2020-03-06,16,41,4,Youn,W
733,WMhYang,2020-03-06,17,52,4,Youn,W
734,linghui-wu,2020-03-06,18,32,3,Youn,W
735,bazirou,2020-03-06,19,1,2,Youn,W
736,bjcliang-uchi,2020-03-06,20,16,2,Youn,W
737,harryxiong13,2020-03-06,21,20,3,Youn,W
738,ChivLiu,2020-03-06,22,38,0,Youn,W
739,hihowme,2020-03-06,23,2,4,Youn,W
740,goldengua,2020-03-06,24,46,4,Youn,W
741,wanitchayap,2020-03-06,25,58,11,Youn,W
742,lulululugagaga,2020-03-06,26,12,3,Youn,W
743,YuxinNg,2020-03-06,27,42,1,Youn,W
744,romanticmonkey,2020-03-06,28,37,2,Youn,W
745,KenChenCompEcon,2020-03-06,29,20,4,Youn,W
746,sunying2018,2020-03-06,30,29,3,Youn,W
747,ydeng117,2020-03-06,31,26,4,Youn,W
748,yutianlai,2020-03-06,32,7,3,Youn,W
749,JuneZzj,2020-03-06,33,19,4,Youn,W
750,ShanglunLi,2020-03-06,34,9,3,Youn,W
751,sanittawan,2020-03-06,35,31,5,Youn,W
752,HaowenShang,2020-03-06,36,48,0,Youn,W
753,vinsonyz,2020-03-06,37,8,1,Youn,W
754,SiyuanPengMike,2020-03-06,38,24,3,Youn,W
755,SoyBison,2020-03-06,39,24,8,Youn,W
756,dhruvalb,2020-03-06,40,42,2,Youn,W
757,chiayunc,2020-03-06,41,30,1,Youn,W
758,di-Tong,2020-03-06,42,28,1,Youn,W
759,chun-hu,2020-03-06,43,19,1,Youn,W
760,PAHADRIANUS,2020-03-06,44,95,1,Youn,W
761,Anqi-Zhou,2020-03-06,45,12,0,Youn,W
762,nt546,2020-03-06,46,13,0,Youn,W
763,policyglot,2020-03-06,47,54,3,Youn,W
764,MegicLF,2020-03-06,48,32,0,Youn,W
765,yongfeilu,2020-03-06,49,12,0,Youn,W
766,bhargavvader,2020-03-06,50,69,3,Youn,W
767,mingtao-gao,2020-03-06,51,26,0,Youn,W
768,wanitchayap,2020-04-09,0,115,62,Bainbridge,S
769,nwrim,2020-04-09,1,134,62,Bainbridge,S
770,WMhYang,2020-04-09,2,59,56,Bainbridge,S
771,bhargavvader,2020-04-09,3,53,60,Bainbridge,S
772,timqzhang,2020-04-09,4,57,49,Bainbridge,S
773,anqi-hu,2020-04-09,5,69,52,Bainbridge,S
774,chiayunc,2020-04-09,6,49,40,Bainbridge,S
775,zeyuxu1997,2020-04-09,7,36,11,Bainbridge,S
776,Yilun0221,2020-04-09,8,22,14,Bainbridge,S
777,AllisonXiong,2020-04-09,9,122,29,Bainbridge,S
778,bjcliang-uchi,2020-04-09,10,37,4,Bainbridge,S
779,lulululugagaga,2020-04-09,11,33,9,Bainbridge,S
780,linghui-wu,2020-04-09,12,40,11,Bainbridge,S
781,ydeng117,2020-04-09,13,28,10,Bainbridge,S
782,hihowme,2020-04-09,14,13,9,Bainbridge,S
783,dhruvalb,2020-04-09,15,22,7,Bainbridge,S
784,tonofshell,2020-04-09,16,19,8,Bainbridge,S
785,hanjiaxu,2020-04-09,17,12,3,Bainbridge,S
786,KenChenCompEcon,2020-04-09,18,25,5,Bainbridge,S
787,bakerwho,2020-04-09,19,53,10,Bainbridge,S
788,YuxinNg,2020-04-09,20,32,3,Bainbridge,S
789,RuoyunTan,2020-04-09,21,29,3,Bainbridge,S
790,skanthan95,2020-04-09,22,83,6,Bainbridge,S
791,PAHADRIANUS,2020-04-09,23,86,1,Bainbridge,S
792,HaowenShang,2020-04-09,24,19,3,Bainbridge,S
793,MegicLF,2020-04-09,25,36,0,Bainbridge,S
794,boyangqu,2020-04-09,26,22,3,Bainbridge,S
795,SoyBison,2020-04-09,27,32,5,Bainbridge,S
796,sunying2018,2020-04-09,28,24,0,Bainbridge,S
797,chun-hu,2020-04-09,29,25,4,Bainbridge,S
798,dongchengecon,2020-04-09,30,32,1,Bainbridge,S
799,SiyuanPengMike,2020-04-09,31,39,1,Bainbridge,S
800,minminfly68,2020-04-09,32,22,0,Bainbridge,S
801,Leahjl,2020-04-09,33,17,0,Bainbridge,S
802,harryxiong13,2020-04-09,34,25,1,Bainbridge,S
803,mingtao-gao,2020-04-09,35,51,0,Bainbridge,S
804,rkcatipon,2020-04-09,36,30,1,Bainbridge,S
805,yutianlai,2020-04-09,37,23,0,Bainbridge,S
806,ShanglunLi,2020-04-09,38,11,0,Bainbridge,S
807,di-Tong,2020-04-09,39,13,0,Bainbridge,S
808,tianyueniu,2020-04-09,40,21,2,Bainbridge,S
809,ShuyanHuang,2020-04-09,41,24,0,Bainbridge,S
810,heathercchen,2020-04-09,42,10,0,Bainbridge,S
811,ChivLiu,2020-04-09,43,28,0,Bainbridge,S
812,liu431,2020-04-09,44,17,6,Bainbridge,S
813,ruixili,2020-04-09,45,15,0,Bainbridge,S
814,fulinguo,2020-04-09,46,22,2,Bainbridge,S
815,TianxinZheng,2020-04-09,47,13,2,Bainbridge,S
816,nt546,2020-04-09,48,3,2,Bainbridge,S
817,Panyw97,2020-04-09,49,23,4,Bainbridge,S
818,caibengbu,2020-04-09,50,23,1,Bainbridge,S
819,SixueLiu96,2020-04-09,51,17,1,Bainbridge,S
820,Anqi-Zhou,2020-04-09,52,9,0,Bainbridge,S
821,keertanavc,2020-04-09,53,22,3,Bainbridge,S
822,weijiexu-charlie,2020-04-09,54,46,0,Bainbridge,S
823,bazirou,2020-04-09,55,23,0,Bainbridge,S
824,Yiqing-Zh,2020-04-09,56,12,0,Bainbridge,S
825,adarshmathew,2020-04-09,57,58,0,Bainbridge,S
826,luyingjiang,2020-04-09,58,26,0,Bainbridge,S
827,lyl010,2020-04-09,59,35,3,Bainbridge,S
828,luxin-tian,2020-04-09,60,15,1,Bainbridge,S
829,jsgenan,2020-04-09,61,13,2,Bainbridge,S
830,JuneZzj,2020-04-09,62,19,1,Bainbridge,S
831,sanittawan,2020-04-09,63,40,1,Bainbridge,S
832,ziwnchen,2020-04-09,64,37,3,Bainbridge,S
833,goldengua,2020-04-09,65,57,0,Bainbridge,S
834,Yawei-Li,2020-04-09,66,17,1,Bainbridge,S
835,cytwill,2020-04-09,67,22,0,Bainbridge,S
836,yalingtsui,2020-04-09,68,11,0,Bainbridge,S
837,wanitchayap,2020-04-30,0,92,62,Munro,S
838,SoyBison,2020-04-30,1,36,49,Munro,S
839,bakerwho,2020-04-30,2,90,60,Munro,S
840,bhargavvader,2020-04-30,3,90,66,Munro,S
841,nwrim,2020-04-30,4,89,60,Munro,S
842,zeyuxu1997,2020-04-30,5,57,41,Munro,S
843,liu431,2020-04-30,6,21,37,Munro,S
844,policyglot,2020-04-30,7,55,26,Munro,S
845,rkcatipon,2020-04-30,8,23,21,Munro,S
846,anqi-hu,2020-04-30,9,50,15,Munro,S
847,di-Tong,2020-04-30,10,13,6,Munro,S
848,linghui-wu,2020-04-30,11,63,13,Munro,S
849,ShuyanHuang,2020-04-30,12,31,5,Munro,S
850,vinsonyz,2020-04-30,13,13,3,Munro,S
851,dongchengecon,2020-04-30,14,42,7,Munro,S
852,YuxinNg,2020-04-30,15,23,7,Munro,S
853,goldengua,2020-04-30,16,32,0,Munro,S
854,anuraag94,2020-04-30,17,55,8,Munro,S
855,SiyuanPengMike,2020-04-30,18,52,0,Munro,S
856,chiayunc,2020-04-30,19,76,5,Munro,S
857,Yilun0221,2020-04-30,20,32,1,Munro,S
858,RuoyunTan,2020-04-30,21,25,6,Munro,S
859,PAHADRIANUS,2020-04-30,22,38,1,Munro,S
860,dhruvalb,2020-04-30,23,59,3,Munro,S
861,tianyueniu,2020-04-30,24,20,5,Munro,S
862,YanjieZhou,2020-04-30,25,18,2,Munro,S
863,ShanglunLi,2020-04-30,26,13,1,Munro,S
864,chun-hu,2020-04-30,27,21,3,Munro,S
865,ZhouXing19,2020-04-30,28,30,1,Munro,S
866,lulululugagaga,2020-04-30,29,19,5,Munro,S
867,Leahjl,2020-04-30,30,14,0,Munro,S
868,romanticmonkey,2020-04-30,31,14,0,Munro,S
869,bjcliang-uchi,2020-04-30,32,8,0,Munro,S
870,WMhYang,2020-04-30,33,22,0,Munro,S
871,minminfly68,2020-04-30,34,19,1,Munro,S
872,MegicLF,2020-04-30,35,42,0,Munro,S
873,hihowme,2020-04-30,36,13,0,Munro,S
874,ydeng117,2020-04-30,37,32,1,Munro,S
875,heathercchen,2020-04-30,38,8,0,Munro,S
876,ruixili,2020-04-30,39,14,0,Munro,S
877,ChivLiu,2020-04-30,40,40,0,Munro,S
878,SixueLiu96,2020-04-30,41,26,0,Munro,S
879,fulinguo,2020-04-30,42,34,0,Munro,S
880,yutianlai,2020-04-30,43,10,0,Munro,S
881,harryxiong13,2020-04-30,44,29,0,Munro,S
882,hanjiaxu,2020-04-30,45,25,0,Munro,S
883,sunying2018,2020-04-30,46,34,0,Munro,S
884,jtschoi,2020-04-30,47,25,4,Munro,S
885,lyl010,2020-04-30,48,31,1,Munro,S
886,nt546,2020-04-30,49,17,1,Munro,S
887,tonofshell,2020-04-30,50,14,0,Munro,S
888,luxin-tian,2020-04-30,51,15,2,Munro,S
889,JuneZzj,2020-04-30,52,23,2,Munro,S
890,sanittawan,2020-04-30,53,43,3,Munro,S
891,yongfeilu,2020-04-30,54,25,2,Munro,S
892,jsgenan,2020-04-30,55,24,2,Munro,S
893,skanthan95,2020-04-30,56,44,2,Munro,S
894,HaowenShang,2020-04-30,57,15,0,Munro,S
895,timqzhang,2020-04-30,58,16,0,Munro,S
896,yalingtsui,2020-04-30,59,8,0,Munro,S
897,luyingjiang,2020-04-30,60,18,1,Munro,S
898,KenChenCompEcon,2020-04-30,61,26,0,Munro,S
899,TianxinZheng,2020-04-30,62,11,0,Munro,S
900,adarshmathew,2020-04-30,63,106,4,Munro,S
901,Yiqing-Zh,2020-04-30,64,12,1,Munro,S
902,ziwnchen,2020-04-30,65,46,0,Munro,S
903,weijiexu-charlie,2020-04-30,66,6,1,Munro,S
904,mingtao-gao,2020-04-30,67,44,0,Munro,S
905,wanitchayap,2020-05-07,0,127,56,State,S
906,bakerwho,2020-05-07,1,56,47,State,S
907,liu431,2020-05-07,2,56,48,State,S
908,rkcatipon,2020-05-07,3,84,54,State,S
909,anqi-hu,2020-05-07,4,47,47,State,S
910,WMhYang,2020-05-07,5,58,37,State,S
911,adarshmathew,2020-05-07,6,218,51,State,S
912,ShuyanHuang,2020-05-07,7,17,16,State,S
913,lulululugagaga,2020-05-07,8,23,11,State,S
914,vinsonyz,2020-05-07,9,14,9,State,S
915,nwrim,2020-05-07,10,31,6,State,S
916,dhruvalb,2020-05-07,11,30,15,State,S
917,bhargavvader,2020-05-07,12,50,22,State,S
918,ydeng117,2020-05-07,13,27,7,State,S
919,zeyuxu1997,2020-05-07,14,33,8,State,S
920,luxin-tian,2020-05-07,15,15,6,State,S
921,dongchengecon,2020-05-07,16,34,7,State,S
922,ziwnchen,2020-05-07,17,50,2,State,S
923,tonofshell,2020-05-07,18,40,14,State,S
924,linghui-wu,2020-05-07,19,20,0,State,S
925,di-Tong,2020-05-07,20,18,7,State,S
926,KenChenCompEcon,2020-05-07,21,26,0,State,S
927,YuxinNg,2020-05-07,22,40,5,State,S
928,YanjieZhou,2020-05-07,23,27,0,State,S
929,chiayunc,2020-05-07,24,23,4,State,S
930,ZhouXing19,2020-05-07,25,0,1,State,S
931,lyl010,2020-05-07,26,54,0,State,S
932,Yilun0221,2020-05-07,27,16,0,State,S
933,hanjiaxu,2020-05-07,28,18,2,State,S
934,SiyuanPengMike,2020-05-07,29,27,0,State,S
935,bjcliang-uchi,2020-05-07,30,23,0,State,S
936,MegicLF,2020-05-07,31,17,0,State,S
937,yutianlai,2020-05-07,32,11,0,State,S
938,HaowenShang,2020-05-07,33,29,1,State,S
939,PAHADRIANUS,2020-05-07,34,62,3,State,S
940,RuoyunTan,2020-05-07,35,44,0,State,S
941,jtschoi,2020-05-07,36,10,2,State,S
942,yongfeilu,2020-05-07,37,17,0,State,S
943,SixueLiu96,2020-05-07,38,23,0,State,S
944,harryxiong13,2020-05-07,39,12,3,State,S
945,tianyueniu,2020-05-07,40,11,2,State,S
946,sanittawan,2020-05-07,41,23,0,State,S
947,fulinguo,2020-05-07,42,28,0,State,S
948,chun-hu,2020-05-07,43,15,1,State,S
949,policyglot,2020-05-07,44,67,4,State,S
950,timqzhang,2020-05-07,45,19,0,State,S
951,keertanavc,2020-05-07,46,18,1,State,S
952,luyingjiang,2020-05-07,47,13,0,State,S
953,jsgenan,2020-05-07,48,17,0,State,S
954,Yiqing-Zh,2020-05-07,49,17,0,State,S
955,weijiexu-charlie,2020-05-07,50,14,0,State,S
956,Panyw97,2020-05-07,51,27,0,State,S
957,JuneZzj,2020-05-07,52,17,0,State,S
958,TianxinZheng,2020-05-07,53,1,0,State,S
959,mingtao-gao,2020-05-07,54,59,0,State,S
960,bhargavvader,2020-05-14,0,131,64,Zheng,S
961,bakerwho,2020-05-14,1,77,53,Zheng,S
962,di-Tong,2020-05-14,2,120,61,Zheng,S
963,wanitchayap,2020-05-14,3,59,56,Zheng,S
964,nwrim,2020-05-14,4,107,58,Zheng,S
965,ChivLiu,2020-05-14,5,45,41,Zheng,S
966,ydeng117,2020-05-14,6,77,29,Zheng,S
967,policyglot,2020-05-14,7,68,35,Zheng,S
968,YuxinNg,2020-05-14,8,52,11,Zheng,S
969,lulululugagaga,2020-05-14,9,37,10,Zheng,S
970,ShuyanHuang,2020-05-14,10,48,9,Zheng,S
971,vinsonyz,2020-05-14,11,13,2,Zheng,S
972,Yilun0221,2020-05-14,12,15,0,Zheng,S
973,SoyBison,2020-05-14,13,108,17,Zheng,S
974,MegicLF,2020-05-14,14,29,0,Zheng,S
975,liu431,2020-05-14,15,33,6,Zheng,S
